Title,MH1843,HGPP1849,HT1886,CS1908,CH1941,SDAH,NZK,WN,HSAB1852,HT1869
Forgive our sins as we forgive,,,,,,299,,,,
"Forgive, O Lord, the doubts that break",,,,119,,,,,,
"Forth in Thy name, 0 Lord, I go",,,,,47,,,,,
Forward,,,,530,,,,,,
"Forward, brothers!",,,,602,,,,,,
"Forward, Christian, forward!",,,,,353,,,,,
Forward! be our watchword,,,,658,,,,,,
Forward! our watchword,,,,658,,,,,,
Fount of Every Blessing,,,,,291,,,,,
Fount of every blessing,,,,398,,,,,,
Freedom in Christ,,,,352,,,,,,
Freely Give,,,,,479,,,,,
Freely give,,,,533,,,,,,
Fresh from the throne of glory,,,,347,,,,,,
Friend unseen,,,,671,,,,,,
From all that dwell below the skies,,,,,2,,,,,
From day to day,,,,162,,,,,,
From every place,,,,457,,,,,,
From every stormy wind that blows,,,,,241,527,,,,
From every stormy wind that blows,,,,801,,,,,,
From Greenland's icy mountains,,,,,445,,,,,
From Greenland’s icy mountains,,,,624,,,,,,
From the eastern mountains.....,,,,,,360,,,,
From the table now retiring,,,,462.5,,,,,,
"Fruitful trees, the Spirit's sowing..",,,,,,414,,,,
Gate Ajar,,,,,561,,,,,
Gather at the river?,,,,907,,,,,,
"Gentle Jesus, meek and mild",,,,,,540,,,,
Gentle Peace,,,,815,,,,,,
"Gentle Peace, from heaven descended",,,,,511,,,,,
Gently think and speak,,,,796,,,,,,
Get right with God,,,,15,,,,,,
Gethsemane,,,,,122,,,,,
Give Me Jesus,,,,,596,,,,,
Give me Jesus,,,,315,,,,,,
Give me Jesus...(In the morning),,,,,,305,,,,
Give me the Bible,,,,498,,,,,,
Give me the Bible.,,,,,655,272,52,71,,
Give of your best,,,,594,,,,,,
Give of your best to the Master,,,,,,572,,,,
Give thou thy youth to God,,,,,270,,,,,
Give thy youth to God,,,,181,,,,,,
Give to our God immortal praise..,,,,,,106,,,,
Give to the winds,,,,,,,,197,,
Give to the winds your fears.....,,,,,,519,,,,
Give to us peace,,,,645,,,,,,
"Give, thou, thy youth to God",,,,181,,,,,,
Give! said the golden sun,,,,575,,,,,,
"Gladly, gladly toiling for the Master",,,,574,,,,,,
"Gladly, gladly toiling.",,,,,,,,86,,
Gleams of the Golden Morning,,,,,547,205,,,,
Gleams of the golden morning,,,,892,,,,,,
Gliding swiftly by,,,,742,,,,,,
Glorious,,,,363,,,,,,
Glorious are the lofty mountains,,,,,96,,,,,
Glorious things,,,,911,,,,,,
Glorious things of thee are spoken,,,,,304,423,,,,
Glory be to the Father,,,,465,,,,,,
Glory be to the Father,,,,466,,,,,,
Glory be to the Father,,,,467,,,,,,
"Glory be to the Father, and to the Son",,,,,689,660,,,,
Glory Song,,,,,641,,,,,
Glory to His name,,,,300,,,,,,
Go forth on wings of faith and pray’r,,,,696,,,,,,
"Go forth, go forth with Christ.",,,,,,377,,,,
"Go not, my soul, in search of Him",,,,120,,,,,,
Go to dark Gethsemane,,,,140,,,,,,
Go to dark Gethsemane.,,,,,122,157,,,,
Go ye into all the world,,,,537,,,,,,
"Go, labor on, while yet 'tis day",,,,,441,,,,,
"Go, labor on; spend, and be spent",,,,795,,,,,,
"Go, preach My gospel,” saith the Lord",,,,773,,,,,,
"Go, preach My gospel...",,,,,440,378,,,,
"Go, tell it on the mountain",,,,,,121,,,,
God be in my head.,,,,,,678,,,,
God be in my head.,,,,,,679,,,,
God be merciful to me,,,,,,297,,,,
God be with you,,,,504,,,,,,
God be with you till we meet....,,,,,35,66,50,67,,
God be with You.,,,,,35,65,50,67,,
God bids His people on the earth,,,,483,,,,,,
God bless and keep thee through all thy,,,,,38,,,,,
God bless our native land,,,,,512,,,,,
God bless our native land!,,,,818,,,,,,
God bless our Sabbath School...,,,,,300,,,127,,
God bless our Sabbath-school!,,,,603,,,,,,
God bless our school,,,,603,,,,,,
God calling yet,,,,113,,,,,,
God has said,,,,730,,,,,,
God has spoken by His prophets..,,,,,,413,,,,
God Himself is with us,,,,,,3,,,,
God in His love for us.,,,,,,641,,,,
God is here,,,,,,61,,,,
God is love,,,,129,,,,,,
"God is love, and where true love is",,,,,,349,,,,
God is my strong salvation,,,,,,339,,,,
God is our refuge,,,,688,,,,,,
God is our song.,,,,,,22,,,,
God is the refuge of His saints,,,,,89,,,,,
God is the refuge of His saints,,,,782,,,,,,
God is working His purpose out...,,,,,,225,,,,
God loved the world of sinners lost,,,,304,,,,,,
God loves us,,,,320,,,,,,
God made all things.,,,,,329,,,305,,
God made them,,,,426,,,,,,
God make my life a little light,,,,761,,,,,,
God moves in a mysterious way,,,,,84,107,,,,
God moves in a mysterious way,,,,726,,,,,,
God of grace and God of glory,,,,,,607,,,,
God of life and light,,,,279,,,,,,
God of light,,,,442,,,,,,
God of love that hearest prayer,,,,770,,,,,,
God of my life,,,,828,,,,,,
"God of my life, whose gracious power",,,,,83,,,,,
God of our fathers,,,,,,645,,,,
"God of our fathers, known of old",,,,,505,,,,,
"God of our fathers, whose almighty",,,,,504,,,,,
"God of our salvation, hear us",,,,784,,,,,,
"God of the universe, to Thee",,,,,486,,,,,
"God of the universe, to Thee",,,,423,,,,,,
God save our gracious king,,,,,506,,,,,
God sees the little sparrow fall,,,,252,,,,,,
God sees the little sparrow.,,,,,,,,303,,
God shall be first,,,,188,,,,,,
God speed the right,,,,593,,,,,,
God the all-terrible! King who ordainest,,,,645,,,,,,
God the Omnipotent,,,,,,84,26a,,,
God the Omnipotent (1),,,,,78,,,,,
God will take care of you,,,,,,99,,,,
"God, in the gospel",,,,371,,,,,,
"God, our keeper",,,,770,,,,,,
"God, our refuge",,,,782,,,,,,
"God, who made the earth and.",,,,,,47,,,,
"God, who spoke in the beginning.",,,,,,87,,,,
"God, who stretched the spangled.",,,,,,536,,,,
"God, whose giving knows no",,,,,,636,,,,
God's day of rest.,,,,,310,,,126,,
God's free mercy streameth,,,,,5,110,,,,
God’s free mercy streameth,,,,337,,,,,,
God’s law demands one living faith,,,,790,,,,,,
Golden dawning,,,,881,,,,,,
Gone to rest,,,,942,,,,,,
Good and great,,,,309,,,,,,
"Good Christian friends, rejoice..",,,,,,173,,,,
"Good Christians, now rejoice",,,,,,136,,,,
Good night,,,,556,,,,,,
Goodbye Chorus,,,,,,,220,,,
"Gracious Father, guard Thy",,,,,,621,,,,
"Gracious Father, guard Thy children",,,,,663,,,,,
"Gracious Father, guard Thy children",,,,735,,,,,,
"Gracious Spirit, love divine",,,,,215,,,,,
"Grant Thy blessing, now, O Lord",,,,376,,,,,,
Grant us Your peace ....,,,,,,471,,,,
"Great God , what do I see and hear",,,,,195,,,,,
Great is Thy faithfulness.,,,,,,100,,,,
"Great King of glory, come",,,,,485,,,,,
Great our joy as now we gather....,,,,,,59,,,,
Guard Thy children,,,,735,,,,,,
Guide and guard us,,,,805,,,,,,
Guide me O Thou Great Jehovah..,,,,,409,538,156,225,,
"Guide me, O Thou great Jehovah!",,,,706,,,,,,
"Hail , peaceful day! divinely blest!",,,,,457,,,,,
Hail Him the King of glory.,,,,,,202,,,,
Hail the day that sees Him rise,,,,,131,176,,,,
Hail to the brightness,,,,903,,,,,,
Hail to the brightness of Zion's glad,,,,,302,,,,,
"Hail, happy dayl thou day of holy rest",,,,,464,,,,,
Hallelujah for the cross!,,,,213,,,,,,
Hallelujahs to Jesus,,,,190,,,,,,
Happy day,,,,399,,,,,,
Happy Happy Home.,,,,,,,204,307,,
Happy in Him,,,,344,,,,,,
Happy songs,,,,248,,,,,,
Happy the home,,,,759,,,,,,
Happy the home that welcome you,,,,,,651,,,,
Happy the home when God is there,,,,,413,655,,,,
"Hark, 'tis the Shepherd's voice...",,,,,625,361,193,286,,
"Hark, my soull it is the Lord",,,,,298,,,,,
"Hark, the voice of Jesus.",,,,,447,,107,146,,
Hark! ’tis the Shepherd’s voice I hear,,,,561,,,,,,
"Hark! hark, my soull angelic songs",,,,,375,,,,,
"Hark! hark, my soull angelic songs",,,,,376,,,,,
Hark! hark! my soul,,,,915,,,,,,
Hark! hark! my soul,,,,916,,,,,,
Hark! ten thousand harps and,,,,,,222,,,,
Hark! ten thousand harps and voices,,,,342,,,,,,
Hark! that shout of rapture high,,,,,192,,,,,
Hark! that shout!,,,,937,,,,,,
Hark! the herald angels sing,,,,,111,122,,,,
Hark! the herald angels sing,,,,313,,,,,,
Hark! the herald angels sing,,,,353,,,,,,
Hark! the song of Jubilee,,,,901,,,,,,
Hark! the vesper hymn is stealing,,,,,,359,,,,
Hark! the voice of Jesus calling,,,,641,,,,,,
Hark! the voice of Jesus calling.,,,,,447,58,,,,
Harvest home,,,,629,,,,,,
Harvest Time,,,,,627,,,,,
Harvest time,,,,588,,,,,,
"Hasten on, glad day",,,,589,,,,,,
"Have I need of au ght ,  Saviour",,,,,580,,,,,
"Have I need of aught, O Saviour!",,,,303,,,,,,
"Have Thine own way, Lord",,,,,272,567,,,,
Have you been to Jesus for the cleansing,,,,88,,,,,,
Have you been to Jesus.,,,,,,,117,164,,
Have you found the Saviour?.,,,,,,,,155,,
He brought me out,,,,192,,,,,,
He brought me out..,,,,,,,,308,,
He calls the lambs,,,,182,,,,,,
He did not die in vain,,,,63,,,,,,
He giveth His beloved sleep,,,,874,,,,,,
He hath pass’d death’s chilling billow,,,,942,,,,,,
He hideth my soul..,,,,,651,520,,,,
He is calling,,,,128,,,,,,
He leadeth me,,,,677,,,,,,
He leadeth me!..,,,,,393,537,151,220,,
He Lives He Lives,,,,,,251,167,,,
He loves me too,,,,,,,201,,,
"He loves me, too",,,,252,,,,,,
"He reigns I the Lord, the Saviour, reigns",,,,,179,,,,,
He reigns!,,,,445,,,,,,
He sleeps in Jesus-peaceful rest,,,,,494,,,,,
He speaks within,,,,120,,,,,,
He that goeth forth with weeping,,,,,627,,,,,
He that goeth forth with weeping,,,,588,,,,,,
He that goeth forth.,,,,,627,,,89,,
"He who seeks the truth, and trembles",,,,783,,,,,,
He Will Gather the Wheat,,,,,538,,,,,
He will hide me..,,,,,,,,230,,
He will mention them no more forever,,,,201,,,,,,
He's coming once again.,,,,,191,,,246,,
He's Coming.,,,,,669,,,,,
He’s coming,,,,914,,,,,,
He’s coming once again,,,,144,,,,,,
He’s everything to me,,,,203,,,,,,
He’s the One,,,,522,,,,,,
"Hear our prayer, O Lord",,,,,688,684,,,,
Hear the pennies dropping,,,,573,,,,,,
Hear the pennies dropping..,,,,,,,202,298,,
Hear the Saviour at the door..,,,,,,,,157,,
Hear the temp’rance call,,,,587,,,,,,
Hear the words of Scripture from the ages,,,,239,,,,,,
Hear the words of the Scripture..,,,,,,,,137,,
Hear the words our Saviour hath spoken,,,,55,,,,,,
"Heav’nly Father, send Thy blessing",,,,346,,,,,,
Heaven at Last,,,,,556,,,,,
Heaven at last,,,,889,,,,,,
Heaven is my home,,,,,659,,,,,
Heaven is not far away,,,,132,,,,,,
Heavenly Dove,,,,763,,,,,,
"Heavenly Father, bless us now.....",,,,,,293,,,,
"Heavenly Father, hear our prayer",,,,,,658,,,,
"Heavenly Father, to Thee....",,,,,,677,,,,
Heir of the kingdom,,,,679,,,,,,
Heir of the kingdom.,,,,,185,594,76,107,,
Help in God for thee,,,,753,,,,,,
"Here am I, send me",,,,641,,,,,,
"Here am I, send me.",,,,,447,,,,,
Hiding in Thee,,,,,586,525,,,,
Hiding in Thee,,,,506,,,,,,
High in the heavens,,,,444,,,,,,
"High in the heavens, eternal God",,,,,69,,,,,
Higher ground,,,,489,,,,,,
Higher Ground.,,,,,631,625,,,,
His example,,,,461,,,,,,
His loving kindness,,,,367,,,,,,
His Loving-Kindness.,,,,,667,,,,,
His mercy endureth,,,,464,,,,,,
His protection,,,,824,,,,,,
His way with thee,,,,58,,,,,,
Ho! reaper of life’s harvest,,,,622,,,,,,
Ho! reapers of life's harvest,,,,,444,,,,,
Hold fast till I come,,,,894,,,,,,
Hold Fast Till I Come .,,,,,548,600,,,,
Hold on,,,,570,,,,,,
Holiness unto the Lord,,,,241,,,,,,
"Holy as Thou,  Lord, is none",,,,,80,,,,,
Holy Bible! Book divine,,,,,219,,,,,
Holy Bible! book divine!,,,,768,,,,,,
"Holy day, Jehovah's rest.",,,,,654,,,121,,
"Holy God, we praise your name...",,,,,,30,,,,
Holy river,,,,347,,,,,,
Holy Sabbath day of rest.,,,,,,381,,,,
Holy Spirit Light Divine.,,,,,206/516,268,,60,,
"Holy Spirit, faithful Guide",,,,632,,,,,,
"Holy Spirit, faithful Guide, lead us.",,,,,701,,,,,
"Holy Spirit, faithful Guide.",,,,,211,,41,58,,
"Holy Spirit, gracious guest",,,,,,589,,,,
"Holy Spirit, hear us.",,,,,,680,,,,
"Holy Spirit, lamp of light .",,,,,216,,,,,
"Holy Spirit, light divine",,,,,206,,,,,
"Holy Spirit, light divine",,,,163,,,,,,
"Holy, Holy",,,,327,,,,,,
"Holy, holy, holy, holy is the Lord.",,,,,,661,,,,
"Holy, holy, holy.",,,,327,73,73,1,1,,
"Holy, holy, is what the angels sing",,,,,,425,,,,
"Holy, righteous, heavenly King",,,,,70,,,,,
Home of the soul,,,,919,,,,,,
Home of the Soul .,,,,,552,,,,,
Home to the land above.,,,,,,,,261,,
"Home, Sweet Home",,,,,415,,,,,
"Home, sweet home",,,,737,,,,,,
Homeward bound,,,,740,,,,,,
Homeward Bound .,,,,,661,,,,,
"Hover o'er me, Holy Spirit..",,,,,212,260,40,57,,
"Hover o’er me, Holy Spirit",,,,308,,,,,,
How beauteous are their feet.,,,,,442,372,,,,
How blest the sacred tie that binds,,,,756,,,,,,
How can I keep from singing?,,,,331,,,,,,
How Can I Keep From Singing?.,,,,,265,,,,,
How cheering is the Christian's hope,,,,,387,440,,175,,
How cheering!,,,,724,,,,,,
How dearly God doth love us,,,,320,,,,,,
How far from home?,,,,,665,439,158,235,,
How far from home?,,,,845,,,,,,
"How firm a foundation, ye saints of the Lord",,,,664,,,,,,
How firm a foundation.,,,,,255,509,75,98,,
How gentle God's commands .,,,,,64,,,,,
How gentle God’s commands!,,,,837,,,,,,
How great Thou art,,,,,,86,,,,
How happy are they!,,,,394,,,,,,
How I wish I knew,,,,253,,,,,,
"How long, O Lord?..",,,,,,,78,109,,
How long?,,,,716,,,,,,
How lovely is Thy dwelling,,,,,,62,,,,
How much I need Thee,,,,597,,,,,,
How pleasant,,,,456,,,,,,
"How pleasant, how divinely fair",,,,,24,,,,,
How precious!,,,,766,,,,,,
How shall I copy Him?,,,,833,,,,,,
How shall I follow Him I serve?,,,,833,,,,,,
How shall I follow Him I serve.,,,,,519,,,,,
How shall the young secure their hearts,,,,364,,,,,,
How shall we stand in that great day,,,,,482,,,,,
How shall we stand in the judgment?,,,,42,,,,,,
How solemn are the words,,,,143,,,,,,
How sweet are the tidings that greet,,,,,669,,,,,
How sweet are the tidings that greet the,,,,914,,,,,,
How sweet are the tidings.,,,,,669,442,159,236,,
How sweet the light of Sabbath eve,,,,,460,,,,,
How sweet the light of Sabbath eve!,,,,778,,,,,,
How sweet the name of Jesus sounds,,,,,150,238,24,,,
How sweet the name!,,,,448,,,,,,
How sweet upon this sacred day..,,,,,458,,88,125,,
"How sweet, how heav’nly is the sight",,,,772,,,,,,
"How sweet, how heavenly is the sight",,,,,431,,,,,
How sweet!,,,,432,,,,,,
How tedious and tasteless the hours,,,,,660,,,,,
How tedious and tasteless the hours,,,,344,,,,,,
How vain is all beneath the skies,,,,,490,,,,,
Hushed was the evening hymn,,,,,428,,,,,
I am coming to the cross,,,,109,,,,,,
I am coming to the cross.,,,,,600,307,115,162,,
"I am coming, Lord",,,,101,,,,,,
"I am coming, Lord.",,,,,224,,,,,
I am dwelling on the mountain,,,,692,,,,,,
I am going to Calvary..,,,,,,288,,,,
I am passing down the valley that they say is,,,,610,,,,,,
I am so glad that my Father..,,,,,,,200,289,,
I am so glad that our Father in heaven,,,,,423,,,,,
I am the way,,,,10,,,,,,
I am Thine O Lord..,,,,,594,306,144,205,,
"I am Thine, O Lord, I have heard Thy voice",,,,282,,,,,,
I am thinking today of that beautiful land,,,,552,,,,,,
I am thinking today...,,,,,626,,58,78,,
"I am trusting Thee, Lord Jesus",,,,105,,,,,,
"I am trusting Thee, Lord Jesus.",,,,,256,535,,,,
I am waiting for the morning,,,,881,,,,,,
"I ask not, Lord, for less to bear",,,,,251,,,,,
"I ask not, Lord, for less to bear",,,,746,,,,,,
I bring my sins to Thee,,,,148,,,,,,
I can hear my Saviour calling,,,,200,,,,,,
"I can, I will",,,,99,,,,,,
I cannot drive the nails again,,,,23,,,,,,
I cannot tell why,,,,,,255,,,,
I cease to sing of sweet tomorrow,,,,487,,,,,,
I come to the garden alone,,,,,606,487,,,,
"I come to Thee, O Father",,,,,286,,,,,
I come with joy,,,,,,400,,,,
I could not do without,,,,625,,,,,,
I do believe,,,,186,,,,,,
I Do Believe.,,,,,670,,,,,
I feel like singing all the time,,,,232,,,,,,
I follow on,,,,662,,,,,,
I gave My life for thee,,,,,230,281,98,139,,
I gave My life for thee,,,,96,,,,,,
I give my heart to Thee.,,,,,285,,,,,
I go,,,,673,,,,,,
I have a Friend so precious,,,,,532,456,61,83,,
I have a Friend so precious,,,,599,,,,,,
"I have a Saviour, He's pleading in glory",,,,,575,284,,,,
"I have a Saviour, He’s pleading in glory",,,,53,,,,,,
I have a song I love to sing,,,,236,,,,,,
I have a song..,,,,,638,,32,39,,
I have entered the valley of blessing so sweet,,,,292,,,,,,
I have learn’d the wondrous secret,,,,562,,,,,,
I have promised,,,,319,,,,,,
I hear the Saviour say,,,,107,,,,,,
I hear the Saviour say.,,,,,527,184,119,166,,
I hear Thy welcome voice,,,,101,,,,,,
I hear Thy welcome voice.,,,,,224,282,142,204,,
I heard a voice,,,,358,,,,,,
I heard the voice of Jesus,,,,359,,,,,,
I heard the voice of Jesus,,,,360,,,,,,
I heard the voice of Jesus say,,,,,226,465,104,144,,
I heard the voice of Jesus say.,,,,,225,465,104,144,,
I hope to meet you all in glory..,,,,,,,,275,,
"I know I love Thee Better, Lord",,,,,,,48,65,,
"I know I love Thee better, Lord",,,,301,,,,,,
I know my heavenly father knows,,,,,591,,,183,,
I know my Redeemer lives,,,,291,,,,,,
I know not why God's wondrous..,,,,,,511,,,,
I know that my Redeemer lives,,,,291,,,,,,
I know that my Redeemer lives,,,,767,,,,,,
I know that My Redeemer lives.,,,,,488,,,,,
I know Who pilots me...,,,,,,,,228,,
I know whom I have believed,,,,,,511,,,,
I know whom I have believed,,,,290,,,,,,
I lay my sins on Jesus,,,,,,298,,,,
I lay my sins on Jesus,,,,317,,,,,,
I lay my sins on Jesus.,,,,,278,,,,,
I long to behold Him arrayed,,,,,200,,,,,
I love the sacred book of God,,,,,220,,62,72,,
I love the sacred book of God,,,,764,,,,,,
"I love Thee better, Lord",,,,301,,,,,,
"I love Thee, I love Thee, I love Thee, my",,,,650,,,,,,
"I love Thee, I love Thee.",,,,650,343,236,,23,,
I love to come to Sabbath School....,,,,,,,206,304,,
I love to steal awhile away,,,,,317,,,,,
I love to steal awhile away,,,,810,,,,,,
I love to tell the story,,,,476,,,,,,
I love to tell the story.,,,,,518,457,53,73,,
"I love Your kingdom, Lord",,,,,,344,,,,
I must have the Saviour with me,,,,541,,,,,,
I must have the Saviour..,,,,,,,154,223,,
I must tell Jesus....,,,,,,485,,,,
I my cross have taken,,,,343,,,,,,
I n Christ there is no east nor west,,,,,436,,,,,
I need the prayers.,,,,,,505,,,,
I need Thee every hour,,,,,258,483,126,185,,
I need Thee every hour,,,,609,,,,,,
"I need Thee, precious Jesus",,,,,605,484,,,,
"I need Thee, precious Jesus",,,,620,,,,,,
"I once was in the desert, all weary, sad and",,,,203,,,,,,
I remember Calvary,,,,305,,,,,,
I saw One hanging on the tree,,,,158,,,,,,
"I saw one weary , sad , and torn",,,,,371,441,,,,
I serve a risen Savior.,,,,,,251,,,,
I shall be satisfied,,,,875,,,,,,
I shall see the King,,,,,,426,,,,
"I sing the love of God, my Father",,,,237,,,,,,
I sing the mighty power of God,,,,,93,88,38,55,,
I sing the mighty power of God,,,,330,,,,,,
I sing the power of God,,,,330,,,,,,
I stood outside the gate,,,,90,,,,,,
I surrender all,,,,51,,,,,,
I Surrender All.,,,,,573,309,,,,
I think when I read that sweet story,,,,,422,146,,,,
I think when I read that sweet story of old,,,,68,,,,,,
"I vow to thee, my country",,,,,,648,,,,
I wandered in the shades of night,,,,276,,,,,,
I want Jesus to walk with me.,,,,,,624,,,,
I want to be Ready When Jesus Comes,,,,,,,214,,,
I want to be ready when Jesus comes....,,,,,,,208,,,
I was once far away from the Saviour,,,,102,,,,,,
I wash’d my hands this morning,,,,569,,,,,,
I washed my hands.,,,,,,,198,299,,
I will early seek the Saviour,,,,71,,,,,,
I will early seek the Saviour.,,,,,417,539,,291,,
I will follow Thee,,,,254,,,,,,
I will follow Thee,,,,409,,,,,,
I will follow Thee....,,,,,266,623,138,201,,
I will make you fishers of men....,,,,,,,,324,,
I will never leave Thee,,,,697,,,,,,
"I will never, never leave thee",,,,,397,,,,,
I will not let Thee go,,,,,243,,,,,
I will not let Thee go,,,,176,,,,,,
I will not let Thee go,,,,844,,,,,,
I will sing of Jesus' love.,,,,,529,183,31,38,,
I will sing of Jesus’ love,,,,194,,,,,,
I will sing of my Redeemer,,,,,,343,,,,
I will sing you a song of that beautiful land,,,,919,,,,,,
I will sing you a song of that beautiful.,,,,,552,,,,,
I would be like Jesus,,,,,,311,,,,
"I would be true, for there are those who",,,,,425,,,,,
"I would be, dear Saviour, wholly Thine",,,,,597,308,,212,,
"I would be, dear Saviour, wholly Thine",,,,395,,,,,,
I would draw nearer to Jesus.,,,,,,310,,,,
I'd rather have Jesus,,,,,,327,,,,
I'll go where you want me to go...,,,,,,573,,82,,
I'm a child of the King.,,,,,614,,,,,
"I'm a pilgrim, and I'm a stranger.",,,,,666,444,,,,
I'm but a stranger here,,,,,659,445,,,,
I'm feeding on the Living Bread.,,,,,,,,325,,
I'm going home.....,,,,,,437,,,,
I'm pressing on the upward way,,,,,631,625,73,105,,
I'm Thinking Now of a Beautiful Home.,,,,,,,,273,,
"I've found a Friend; oh, such a Friend",,,,,531,186,49,66,,
I've two little hands.,,,,,,,,295,,
I've wandered far away from God,,,,,560,296,118,165,,
I’ll be a sunbeam,,,,579,,,,,,
I’ll go where You want me to go,,,,566,,,,,,
I’ll live for Him,,,,383,,,,,,
I’ll pursue Him,,,,368,,,,,,
I’m but a stranger here,,,,842,,,,,,
I’m pressing on the upward way,,,,489,,,,,,
"I’m weary, I’m fainting",,,,948,,,,,,
I’ve found a Friend,,,,332,,,,,,
"I’ve found a friend in Jesus, He’s everything",,,,246,,,,,,
I’ve found the Pearl,,,,436,,,,,,
I’ve reach’d the land of corn and wine,,,,691,,,,,,
I’ve two little hands to work for Jesus,,,,251,,,,,,
I’ve wandered far away from God,,,,17,,,,,,
If any little word of mine,,,,,629,,,,,
If any little word of mine,,,,559,,,,,,
If I were a sunbeam,,,,579,,,,,,
If through unruffled seas,,,,,249,,,,,
If you are tired of the load of your sin,,,,25,,,,,,
If you but trust in God....,,,,,,510,,,,
If you could see Christ standing here,,,,22,,,,,,
"If your hand’s on the plow, hold on, hold on",,,,570,,,,,,
"If, through unruffled seas",,,,712,,,,,,
"Immortal love, forever full. .......",,,,,,455,,,,
"Immortal, invisible, God only wise",,,,,,21,,,,
Imposture shrinks,,,,754,,,,,,
In a little while we're going home.,,,,,,626,,313,,
In Christ there is no east nor west,,,,,,587,,,,
In darkness I lingered ’mid doubt and despair,,,,15,,,,,,
"In grief and fear, to Thee, O Lord",,,,808,,,,,,
In heavenly love abiding,,,,517,,,,,,
In heavenly love abiding.,,,,,674,513,,,,
"In imitation, Lord, of Thee",,,,,,401,,,,
In joyful high and holy lays,,,,,650,,,,,
In joyful high and holy lays,,,,245,,,,,,
In lowly paths,,,,797,,,,,,
In my heart there rings.,,,,,,,,321,,
In our hearts celestial voices,,,,,419,,,,,
In our work and in our play,,,,,,591,,,,
In some way or other the Lord will provide,,,,702,,,,,,
In sweet communion,,,,462,,,,,,
In the beauty of holiness,,,,,6,,,,,
In the beauty of holiness,,,,220,,,,,,
In the bleak midwinter....,,,,,,126,,,,
In the blood from the cross,,,,293,,,,,,
In the blood from the cross.,,,,,275,302,,,,
In the Christian’s home in glory,,,,928,,,,,,
In the cross of Christ,,,,446,,,,,,
In the Cross of Christ I Glory,,,,,125,237,,,,
In the Garden.,,,,,606,,,,,
In the glad time of the harvest,,,,,539,,,,,
In the glad time of the harvest,,,,864,,,,,,
In the Heart of Jesus,,,,,348,577,,,,
In the highways and hedges go seek for the,,,,531,,,,,,
In the Hour of Trial,,,,,327,491,,,,
In the hour of trial,,,,709,,,,,,
In the land of fadeless day,,,,862,,,,,,
In the land of fadeless day.,,,,,558,,182,266,,
In the land of strangers,,,,3,,,,,,
In the morning,,,,776,,,,,,
In the silent midnight watches,,,,39,,,,,,
In the struggle of life there’s a conquest to,,,,572,,,,,,
"In the sun, and moon , and stars",,,,,178,,,,,
"In the sun, and moon, and stars",,,,939,,,,,,
In the vineyard,,,,699,,,,,,
In Times Like These,,,,,,593,,,,
Incline our hearts,,,,951,,,,,,
"Infant Holy, Infact Lowly",,,,,,127,,,,
Into my Heart,,,,,,,211,326,,
Into the tent where a gypsy boy lay,,,,582,,,,,,
Into the woods my Master went,,,,,128,,,,,
Is my name written there?,,,,860,,,,,,
Is My Name Written There?.,,,,,617,,,,,
"Is there anyone can help us, one who",,,,522,,,,,,
Is This a Day of New Beginnings,,,,,,342,,,,
Is your all on the altar.,,,,,,,,215,,
Is your lamp burning?,,,,481,,,,,,
It came upon the Midnight Clear,,,,,99,130,,,,
It came upon the midnight clear,,,,390,,,,,,
It is well with my soul,,,,516,,,,,,
It Is Well.,,,,,313,,,,,
It may Be at Morn,,,,,536,207,163,245,,
"It may be at morn, when the day is awaking",,,,867,,,,,,
It may not be on the mountain's height ...,,,,,,573,60,,,
It may not be on the mountain’s height,,,,566,,,,,,
Jerusalem the Golden,,,,,300,429,,,,
Jerusalem the golden,,,,898,,,,,,
"Jerusalem, My Happy Home",,,,,309,420,,,,
"Jesu s, keep me near the cross",,,,,595,,,,,
"Jesu s, Lord, we look to Thee",,,,,68,,,,,
"Jesus bids us shine with a pure, clear light",,,,501,,,,,,
Jesus Calls Us,,,,,,285,,,,
Jesus calls us,,,,168,,,,,,
Jesus calls us; o'er the tumult,,,,,521,,,,,
Jesus comes,,,,877,,,,,,
Jesus comes with pow’r to gladden,,,,233,,,,,,
Jesus Comes.,,,,,549,,,,,
Jesus Friend of little children,,,,,420,,,290,,
Jesus high in glory...,,,,,,,,292,,
Jesus Invites His Saints,,,,,472,409,,,,
Jesus is all the World to Me,,,,,,185,,48,,
Jesus is calling,,,,8,,,,,,
Jesus Is Coming Again,,,,,541,,,,,
Jesus is coming again,,,,929,,,,,,
Jesus Is Mine,,,,,277,,,,,
Jesus is mine,,,,306,,,,,,
Jesus is our shepherd..,,,,,,,,198,,
Jesus is passing..,,,,,,,,152,,
Jesus is tenderly calling thee home,,,,8,,,,,,
Jesus is tenderly calling.,,,,,569,,101,141,,
Jesus Loves Even Me,,,,,423,,,,,
Jesus Loves Me,,,,,,190,197,301,,
Jesus loves me,,,,283,,,,,,
Jesus my Saviour,,,,,,,,47,,
Jesus of Nazareth passeth by,,,,52,,,,,,
Jesus only,,,,615,,,,,,
Jesus Paid It All,,,,,527,,,,,
Jesus paid it all,,,,107,,,,,,
Jesus Saves,,,,,637,,,,,
Jesus saves,,,,78,,,,,,
Jesus Shall Reign,,,,,,227,,,,
Jesus the loving Shepherd.,,,,,527,,,145,,
Jesus Walked This Lonesome Valley,,,,,,151,,,,
"Jesus, and shall it ever be",,,,,152,,,,,
"Jesus, and shall it ever be",,,,111,,,,,,
